age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
68,0,7204,6466,20,0,1,0,0,0
30,0,6396,1700,10,0,1,0,0,0
48,1,4177,13751,10,0,2,0,2,0
43,0,2743,9000,13,0,1,0,3,0
37,0,2359,12834,7,0,2,0,1,0
31,0,5081,2333,3,0,1,0,0,0
53,1,5044,6388,16,0,4,0,0,0
71,0,575,2500,5,0,0,0,0,0
66,0,10000,996,6,0,1,0,0,0
66,0,3683,4066,7,0,2,0,0,0
78,0,1040,5100,8,0,0,0,1,0
37,0,30,5518,1,0,0,0,2,0
69,0,7375,1100,8,0,0,0,0,0
41,0,5544,5000,13,0,3,0,0,0
44,0,3748,2920,9,0,0,0,2,0
57,0,3879,4000,7,0,0,0,0,0
43,0,56720000,5400,15,0,4,0,0,0
85,0,0,5400,6,0,0,0,0,0
69,0,0,5400,1,0,0,0,0,0
50,0,3938,3000,4,0,0,0,0,0
55,0,632,8600,3,0,1,0,4,0
51,0,1260,1800,2,0,0,0,1,0
54,0,130000,5400,0,0,0,1,0,1
43,0,2427,7833,15,0,2,0,1,0
56,0,2460,12666,10,0,2,0,2,0
45,0,6377,3563,9,0,1,0,2,0
64,0,11565,1500,9,0,1,0,1,0
47,0,1843,13483,5,0,1,0,2,0
62,0,1500000,5400,5,0,0,0,0,0
55,2,2241,5750,10,0,1,0,0,0
62,0,4830000,5400,12,0,0,0,0,0
75,0,9,5000,1,0,0,0,0,0
41,0,2645,4266,12,0,0,0,0,0
63,0,5247,4605,9,0,2,0,0,0
58,0,1116,6429,6,0,2,0,0,0
54,0,8988,1640,12,0,1,1,0,0
26,0,1337,3856,1,0,0,0,2,0
46,0,2564,10000,8,0,1,0,3,0
56,0,3869,5250,15,0,1,0,2,0
59,0,8822,5500,6,0,2,0,0,0
39,1,82120000,5400,7,0,2,0,0,0
61,0,3610,3256,4,0,1,0,0,0
61,1,557,9448,15,0,0,0,0,0
59,0,71,5035,3,0,0,0,0,0
49,1,1712,15600,7,0,1,0,3,0
48,0,1477,4317,6,0,0,0,2,0
36,1,2486,1700,7,0,0,0,0,0
50,0,4227,5600,11,0,2,0,2,0
63,0,181,3200,6,0,0,0,0,0
60,0,0,4256,3,0,0,0,0,0
55,0,2330,8700,9,0,1,0,0,0
67,0,1868,2916,9,0,1,0,0,0
71,1,4756,4166,8,0,1,0,0,0
77,0,0,5400,4,0,0,0,0,0
64,0,3213,12300,12,0,2,0,0,0
43,0,2147,24333,20,0,2,0,4,0
60,0,195,3215,4,0,0,0,0,0
72,0,4542,8334,17,0,4,0,1,0
47,0,2793,3750,7,0,1,0,2,0
73,0,28,7932,8,0,0,0,0,0
48,0,3249,3400,13,0,1,0,2,0
68,0,5806,5000,5,0,1,0,0,0
76,0,274,13500,13,0,0,0,0,0
36,0,6490,4000,4,0,0,1,0,0
25,0,0,2000,1,0,0,0,0,0
51,0,79,3500,6,0,0,0,1,0
38,0,6177,7775,14,0,9,0,4,0
76,0,9400000,5400,16,0,0,0,0,0
48,0,3288,5300,8,0,1,0,0,0
58,0,2200,8847,11,0,1,0,3,0
59,1,13880000,5400,8,1,1,0,0,0
39,0,4558,4250,3,0,1,0,3,0
57,1,2139,3000,3,0,1,1,0,0
62,0,2234,3884,7,0,0,0,0,0
31,2,56,81000,5,0,0,0,2,1
42,0,1411,5000,7,0,0,0,2,0
34,0,2545,5130,1,0,1,0,0,0
41,0,6780,2220,4,0,1,0,1,0
80,0,641,4194,8,0,1,0,0,0
63,0,26,6666,5,0,0,0,0,0
43,0,9670,4000,11,0,3,0,2,0
45,0,925,3845,3,1,0,1,3,0
61,0,8928,5208,11,0,3,0,0,0
27,0,0,4604,0,1,0,0,1,0
63,1,2165,17938,18,0,2,0,0,0
66,0,1455,6500,4,0,1,0,0,0
63,0,3562,7866,7,0,1,0,0,0
62,0,8291,4300,14,0,2,0,0,0
51,0,3583,8983,10,0,1,0,4,0
29,0,7210000,5400,5,0,0,1,0,1
52,1,8207,11250,7,0,2,0,2,0
62,0,150000,5400,5,0,0,0,0,0
72,0,4031,5151,17,0,2,0,0,0
58,0,5941,11000,7,0,3,0,1,0
45,1,1187,3771,4,0,0,0,3,0
38,0,5861,7250,5,0,1,0,0,0
73,0,2290000,5400,8,0,0,0,0,0
69,1,3811,9486,2,0,2,1,4,0
63,0,13079,2782,8,0,2,0,0,0
50,0,1054,7500,4,0,0,0,1,0
56,0,1103,5416,11,0,0,0,0,0
44,0,5349,8750,13,0,2,0,0,0
46,2,1886,5500,5,0,2,0,2,0
64,0,5758,4200,16,0,2,0,1,0
69,0,950000,5400,6,0,0,0,0,0
37,0,14490000,5400,8,0,1,0,0,0
78,0,0,5400,2,0,0,0,0,0
85,0,130000,5400,4,0,0,0,0,0
51,0,5645,9200,5,0,1,0,2,0
25,0,730,4500,2,0,0,0,0,0
80,0,39414,750,13,0,2,0,0,0
58,0,6086,8833,18,0,3,0,1,0
47,0,13465000,1,6,0,0,0,0,0
52,0,200000,5400,8,0,0,0,0,0
78,0,73,3001,6,0,0,0,1,0
55,9,8242,5301,16,4,2,1,3,0
63,0,4127,4500,5,0,1,0,0,0
57,0,3476,7490,12,0,1,0,1,0
69,0,10090000,5400,6,0,1,0,0,0
58,0,3065,7000,9,0,3,0,0,0
63,0,4175,4995,10,0,1,0,1,0
46,0,2992,13000,9,0,1,0,2,0
43,0,18400000,5400,12,0,1,0,0,0
38,0,812,3200,3,3,0,0,3,0
38,0,25,1964,8,0,0,0,0,0
73,0,4180,8939,7,0,1,0,0,0
40,0,4362,9583,11,0,2,0,2,0
66,0,7000,8500,29,0,2,0,0,0
33,1,999,2720,7,0,0,0,0,0
46,1,4526,7833,10,0,1,0,2,0
73,1,693,2149,3,0,0,0,0,0
39,0,14560000,5400,6,0,1,0,2,0
39,0,6130000,5400,2,0,0,0,0,0
40,0,4785,5000,7,0,2,0,0,0
81,0,160000,5400,5,0,0,0,0,0
45,0,2350,5100,9,0,1,0,2,0
70,0,8010000,5400,7,0,1,0,0,0
68,0,8830000,5400,8,0,1,0,0,0
68,0,27490000,5400,13,0,1,0,0,0
51,0,1885,8693,9,0,0,0,2,0
48,0,4447,9348,8,0,2,0,2,0
62,2,8189,13666,10,0,4,0,0,0
62,0,4778,5333,12,0,1,0,0,0
70,0,4111,5145,19,0,1,0,0,0
55,0,5113,10400,7,0,2,0,1,0
48,0,1901,5200,9,0,0,0,2,1
45,0,10950000,5400,5,0,1,0,2,0
49,2,3964,3518,8,3,0,0,0,1
48,1,984,7688,5,0,0,0,2,0
64,0,3405,4800,13,0,0,0,0,0
71,0,90000,5400,3,0,0,0,1,0
74,0,23920000,5400,4,0,1,0,0,0
56,0,27320000,5400,12,0,1,0,0,0
30,0,255,6017,3,0,0,1,0,0
84,0,377,5000,8,0,0,0,0,0
57,0,4224,8166,8,0,2,0,0,0
62,0,15580000,5400,10,0,1,0,0,0
41,1,1567,3239,10,0,0,0,0,0
64,0,189,4691,6,0,0,0,0,0
47,0,4320,8750,10,0,1,0,0,0
28,1,1108,4583,4,0,0,0,1,0
25,0,5895,898,4,0,0,0,0,0
52,0,3674,6780,9,0,0,0,1,0
48,0,2599,3761,4,0,0,0,1,0
46,0,880,1906,7,0,0,0,0,0
47,0,6238,6400,9,0,0,0,3,0
49,0,3815,8248,9,0,1,0,0,0
38,0,3399,4500,3,0,1,0,0,0
51,0,6743,3404,11,0,1,0,0,0
71,0,2051,7600,12,0,1,0,1,0
60,0,20370000,5400,9,0,2,0,0,0
59,0,1912,11005,10,0,0,0,1,0
49,1,38376,350,7,2,1,0,4,0
57,0,500000,5400,4,0,0,0,0,0
74,0,16560000,5400,5,0,2,0,0,0
34,0,3264,1601,4,1,0,0,0,1
48,0,6355,8688,6,0,3,0,0,0
63,0,1174,6200,3,0,0,0,0,0
52,0,4017,7708,10,0,1,0,0,0
30,1,3692,3200,9,0,0,0,1,0
62,2,15380000,5400,4,1,0,0,0,1
49,0,446,3900,6,0,0,0,0,0
47,1,3503,4283,1,0,1,0,2,0
58,0,11080000,5400,7,0,0,0,0,0
67,1,8112,5091,25,0,2,0,1,0
31,0,6810,2200,4,0,2,0,0,0
53,0,6893,4499,11,0,1,0,1,0
62,0,2741,18750,14,0,1,0,0,0
55,0,2069,7600,6,0,2,0,1,0
36,0,6890,1700,3,0,0,0,1,0
43,0,6562,4412,5,0,1,0,1,0
34,0,897,7000,7,0,0,0,2,0
48,0,6670,4868,8,0,2,0,0,0
59,0,4699,4055,6,0,1,0,0,0
33,0,17860000,5400,3,0,1,0,0,0
24,0,1802,4000,1,1,0,1,0,0
34,1,261,1950,2,0,0,0,1,1
76,0,3446,4000,16,0,1,0,0,0
83,0,0,7250,4,0,0,0,0,0
39,0,3399,5000,4,0,1,0,0,0
64,0,5549,2500,11,0,1,0,0,0
31,0,687,2500,5,0,0,0,0,0
59,0,5341,3612,9,0,2,0,0,0
45,0,3093,3994,5,0,2,0,0,0
47,0,5460,10480,5,0,3,0,5,0
29,0,1164,1889,2,0,0,0,0,0
68,0,2773,9735,5,0,1,0,0,0
23,0,3,2557,3,0,0,0,0,0
43,1,693,4281,14,0,0,0,0,0
29,0,0,3208,0,0,0,0,2,0
63,0,9534,1805,8,0,1,0,0,0
49,2,5855,5524,11,0,1,0,1,1
63,1,254,4833,10,0,0,0,1,0
29,0,0,5000,0,0,0,0,0,0
42,0,8820,3923,8,0,1,0,3,0
47,0,951,11250,4,0,1,0,0,0
42,0,3181,11829,11,0,1,0,4,0
43,0,19270000,5400,5,0,1,0,0,0
37,0,3237,7600,5,0,1,0,0,0
62,0,7550,4335,7,0,1,0,0,0
42,0,3083,6450,9,0,1,0,4,0
73,0,750,9280,9,0,0,0,0,0
61,0,2621,3741,10,0,1,0,1,0
23,0,118,1600,1,0,0,0,1,0
43,0,1761,6000,3,0,0,0,0,0
54,1,2352,3000,5,0,0,1,0,0
61,4,10757,1808,8,3,1,2,0,1
60,0,2580,6776,3,0,2,0,0,0
82,0,5040,3600,11,0,1,0,1,0
29,0,5551,5300,21,0,1,0,0,0
45,0,18010000,5400,13,0,1,0,0,0
35,0,957,4635,10,0,0,0,0,0
49,0,1143,3750,8,0,0,0,0,0
48,0,2883,14571,15,0,2,0,4,0
43,0,5863,4800,7,0,1,0,2,0
39,0,74,1200,5,0,0,0,1,0
47,0,1253,8000,8,0,0,0,0,0
33,0,2896,6000,7,0,0,0,0,0
49,0,3062,9583,6,0,2,0,3,0
38,0,17100000,5400,3,0,1,0,0,0
60,1,15280000,5400,6,0,1,0,0,0
72,0,387,1623,1,0,0,0,0,0
48,0,6418,5000,5,0,2,0,3,0
47,0,117,4000,9,0,0,0,0,0
51,0,2071,8977,7,0,1,0,1,0
50,0,9553,1500,11,0,1,0,2,0
64,0,11000000,5400,6,0,2,0,0,0
72,0,120000,5400,5,0,0,0,0,0
49,1,4057,4041,7,1,1,0,0,0
58,0,2574,6816,11,0,1,0,0,0
62,0,13660000,5400,3,0,1,0,0,0
45,0,6152,12145,18,0,11,0,0,0
73,0,440000,5400,3,0,0,0,0,0
60,0,38700000,5400,20,0,3,0,0,0
36,0,605,5958,5,0,0,0,0,0
61,0,2778,8474,19,0,2,0,0,0
44,0,2284,4000,10,0,0,0,1,0
58,0,9910,2000,6,0,1,0,0,0
41,0,7022,7566,14,0,2,0,3,1
56,1,7150000,5400,5,0,0,0,0,0
57,0,8610,3316,8,0,3,0,0,0
46,2,3823,8600,11,0,1,0,0,0
57,0,27521,1250,16,0,2,0,0,0
35,0,14680000,5400,9,0,0,0,2,0
43,0,3532,5769,5,0,1,0,0,0
38,0,4016,3848,14,0,2,0,2,0
50,1,32050000,5400,14,0,2,0,0,0
48,0,1966,7916,14,0,2,0,1,0
21,0,370,2700,1,0,0,0,0,0
60,0,7875,3811,14,0,0,0,0,0
45,0,2577,9533,7,0,2,0,0,0
74,1,3073,3900,7,0,1,0,0,0
34,0,5019,6000,12,0,2,0,0,0
33,0,2409,7400,7,0,2,0,0,1
86,0,8440000,5400,3,0,2,0,0,0
57,0,2170,8891,9,0,2,0,2,0
63,0,1,12500,13,0,0,0,1,0
56,1,4116,9000,16,0,1,0,2,0
70,0,91,5232,4,0,0,0,0,0
29,0,4192,1850,4,0,0,0,0,0
70,0,1512,6500,10,0,2,0,0,0
49,0,8319,5200,7,0,2,0,1,0
55,0,3087,7339,12,0,1,0,0,0
61,0,6664,3750,20,0,2,0,0,0
30,0,2093,2650,1,0,0,0,1,0
70,1,3089,8849,15,0,1,0,0,0
69,0,1150000,5400,3,0,0,0,0,0
60,0,7970000,5400,7,0,1,0,0,0
61,0,1771,5000,7,0,1,0,3,0
35,0,7664,4460,12,0,2,0,0,0
47,1,3777,5754,15,0,2,0,0,0
32,0,1256,4362,12,0,0,0,0,0
49,0,14530000,5400,6,0,1,0,0,0
56,2,33660000,5400,6,3,1,3,6,1
43,0,33070000,5400,16,0,1,0,2,0
47,0,4684,7675,6,0,2,0,0,0
44,0,4113,11966,11,0,2,0,2,0
52,0,12210000,5400,7,0,1,0,0,0
61,0,5583,13166,6,0,4,0,0,0
78,0,380000,5400,2,0,0,0,0,0
74,0,10142,1475,15,0,1,0,0,0
57,0,57250000,5400,21,0,3,0,2,0
59,0,9185,2650,15,0,1,0,1,0
54,0,2486,8300,5,0,1,0,1,0
36,0,819,8650,5,0,0,0,1,0
24,0,724,510,0,2,0,0,1,0
30,0,165,2476,2,0,0,0,0,0
75,0,1417,2250,18,0,0,0,0,0
46,1,4835,820,5,0,0,0,1,1
49,0,8299,1910,6,1,1,0,0,0
28,2,866,10000,10,0,0,0,0,0
47,0,6567,2184,5,0,1,0,0,0
32,3,5935,2666,2,0,1,0,0,0
52,0,1377,4085,14,0,0,0,1,0
54,0,1201,25000,7,0,2,0,0,0
44,0,2935,10535,13,1,1,0,1,0
26,0,5388,3000,6,0,1,0,1,0
46,0,790,2300,2,0,0,0,2,0
33,4,1127,3254,15,0,0,1,1,0
82,0,21,4181,5,0,0,0,0,0
48,1,1375,14200,4,3,0,2,3,1
65,0,690000,5400,7,0,0,0,0,0
40,0,210,4742,8,0,0,0,2,0
44,0,2674,10716,15,0,1,0,2,0
50,0,6920,10111,23,0,2,0,0,0
72,0,2167,13892,10,0,2,0,0,0
64,0,2740000,5400,8,0,0,0,0,0
48,0,4757,9000,10,0,1,0,5,0
50,0,3599,8833,11,0,1,0,0,0
62,0,3062,6197,9,0,1,0,0,0
66,3,9113,1500,9,0,0,0,0,0
71,0,382,1750,6,0,0,0,0,0
41,1,3291,1600,8,0,0,2,2,1
32,0,3936,7294,26,0,1,0,1,0
51,0,3612,6748,3,0,1,0,0,0
34,0,30050000,5400,2,0,1,0,0,0
55,0,4236,4500,12,0,1,0,0,0
60,0,9460000,5400,5,0,1,0,0,0
67,0,4800000,5400,3,0,0,0,0,0
54,0,7301,2500,12,0,1,0,2,0
93,0,20000,5400,9,0,0,0,0,0
46,0,3230000,5400,4,3,0,0,3,1
56,0,5533,10225,22,0,3,0,0,0
50,2,3937,6100,9,0,3,0,2,0
43,0,3180,9100,9,0,2,0,2,0
63,0,26490000,5400,15,0,0,0,0,0
38,0,3911,8116,8,0,1,0,2,0
57,0,3674,5600,8,0,1,0,1,0
46,0,0,5400,1,0,0,0,1,0
44,0,100000,5400,0,0,0,0,0,0
71,0,2121,3727,4,0,1,0,0,0
67,1,899,6700,9,0,0,2,1,0
52,3,7893,4000,7,0,3,2,2,1
37,0,1211,4308,6,0,0,0,0,0
54,0,4644,8600,14,1,2,0,2,0
50,1,1370,1400,13,0,0,0,2,0
65,0,4881,7609,23,0,2,0,1,0
41,0,19438,2333,18,0,2,0,0,1
51,0,4546,5245,19,0,1,0,0,0
51,0,1245,6608,3,0,0,0,1,0
35,1,4635,7750,8,0,2,0,2,0
72,0,2679,1630,7,0,0,0,0,0
33,0,2966,1600,5,0,0,0,0,0
49,0,8708,3500,5,0,1,0,0,0
63,0,103,4166,2,0,0,0,0,0
57,0,2933,5000,8,0,1,1,0,0
69,0,1753,10500,8,0,1,0,0,0
74,0,1671,10500,14,0,1,0,0,0
33,0,34910000,5400,3,0,2,0,0,0
71,0,7108,6156,6,0,2,0,0,0
86,0,2309,4173,5,0,0,0,0,0
43,0,6556,4236,13,0,1,0,2,0
54,0,28,6250,1,0,0,0,0,0
55,0,2684,8666,5,0,1,0,0,0
63,0,5767,7083,17,0,2,0,0,0
66,0,783,27900,10,0,1,0,0,0
76,0,5776,250,5,0,0,0,0,0
57,0,11176,2541,10,0,1,2,0,0
32,0,11930000,5400,4,1,0,0,0,0
43,1,3647,5542,3,1,1,1,4,0
35,0,3881,6334,13,0,1,0,0,0
32,4,3630,3800,10,0,0,0,1,0
40,0,649,4600,5,0,0,0,0,0
27,0,0,5400,2,0,0,2,0,1
52,1,2269,10000,20,0,1,0,2,0
35,0,819,4500,6,0,0,0,0,0
35,0,1570,13900,13,0,0,0,0,0
56,0,20420000,5400,7,0,3,0,0,0
66,0,2468,2701,1,0,0,0,0,1
56,0,3299,4500,8,0,1,0,0,0
34,1,2848,6416,10,0,1,0,1,0
32,0,1775,5000,9,0,0,0,0,0
56,0,4478,4375,31,0,2,0,0,0
55,0,50810000,5400,11,0,1,0,0,0
65,0,1301,15600,19,0,2,0,1,0
46,0,0,5400,0,4,0,0,0,0
65,0,31200000,5400,16,0,1,0,0,0
62,1,5243,6500,8,0,1,1,0,1
77,0,6866,2083,17,0,1,0,0,0
42,0,1909,7500,4,0,1,0,3,0
37,0,5904,11000,13,0,3,0,0,0
31,0,5033,4775,8,0,2,0,0,0
40,0,6356,10000,14,0,2,0,2,0
68,0,53280000,5400,11,0,1,0,0,0
61,0,3859,14500,5,0,1,0,0,0
56,0,1319,5000,7,0,0,0,1,0
29,2,49360000,5400,10,0,4,0,0,0
49,0,223,7602,11,0,0,0,0,0
62,0,10487,2296,10,0,1,0,0,0
36,0,4646,3040,9,0,0,0,3,0
70,0,0,5400,1,0,0,0,0,0
30,3,3457,3600,8,0,0,0,0,1
26,0,6641,1333,8,0,1,0,0,0
43,0,628,8000,8,0,1,0,0,0
68,0,3075,10234,4,0,2,0,1,0
39,1,1705,11000,11,0,2,0,1,0
50,1,8576,8694,14,0,1,0,0,1
33,0,2441,4000,5,0,0,0,1,0
26,0,13215,764,4,0,0,0,0,0
24,0,940,4400,6,0,0,0,1,0
54,0,4950000,5400,7,0,0,0,0,0
82,0,0,5400,15,0,0,0,0,0
57,2,4530,5250,14,0,1,0,2,0
73,0,1220000,5400,12,0,1,0,0,0
51,0,589,56250,11,0,2,0,4,0
44,0,38340000,5400,7,0,1,0,0,0
47,0,10796,8333,8,0,3,0,0,0
43,0,3035,5600,7,0,0,0,0,0
56,0,2873,7770,15,0,1,0,0,0
46,0,7352,8800,14,0,2,0,3,1
50,0,10460000,5400,4,0,1,0,0,0
74,0,20000,5400,5,0,0,0,0,0
78,0,1540000,5400,3,0,0,0,0,0
41,0,229,2000,1,1,0,0,3,0
67,0,1092,9877,10,0,0,0,0,0
61,0,1402,8560,5,0,1,0,1,0
65,0,3499,5000,6,0,1,0,1,0
34,0,1530000,5400,2,0,0,0,0,0
45,0,8650,4644,8,0,2,0,1,0
44,0,3879,4752,6,0,0,0,3,0
41,1,6611,4606,9,0,2,0,2,0
51,0,34,2000,2,0,0,1,0,0
47,0,3,7910,5,0,0,0,2,0
52,0,21540000,5400,3,0,1,0,0,0
67,3,5944,7320,15,0,2,0,2,0
71,0,70,6667,8,0,0,0,1,0
44,0,5389,8878,6,0,3,0,2,0
60,0,2637,4773,10,0,0,0,0,0
51,0,17010000,5400,3,0,1,0,0,0
39,0,1452,1410,1,0,0,0,3,0
63,0,21210000,5400,10,0,2,0,0,0
54,0,16340000,5400,11,0,1,0,0,0
87,0,19,2500,4,0,0,0,0,0
55,1,2588,10000,7,0,2,1,1,1
29,0,428,3100,3,0,0,0,1,0
48,0,4020,5683,5,0,1,0,1,0
46,0,2066,7000,8,0,1,0,0,0
59,0,20000000,5400,3,0,1,0,0,0
59,0,4570000,5400,4,0,1,0,0,0
30,2,6301,3500,12,0,1,0,0,1
65,0,6460000,5400,4,1,0,0,0,0
74,0,4239,4268,7,0,1,0,0,0
62,0,2617,5500,9,0,1,0,1,0
31,0,2944,7916,10,0,2,0,1,0
41,0,30290000,5400,7,0,1,0,0,0
39,0,8436,7964,12,0,2,0,0,0
55,0,4592,8166,20,0,2,0,2,0
44,0,2440,10124,6,0,3,0,8,0
58,0,318,6968,7,0,1,0,3,0
71,0,5160,5053,10,0,2,0,0,0
64,0,3326,8500,19,0,2,0,1,0
29,0,0,4500,0,0,0,0,0,0
37,0,1073,5000,2,0,0,0,4,0
61,0,2021,8300,4,0,1,0,0,0
63,1,8838,8175,7,0,3,0,0,0
42,2,6715,8000,13,0,2,0,2,0
63,1,1289,8380,8,0,1,0,0,0
46,0,23370000,5400,9,0,1,0,0,0
35,0,2884,2935,5,0,0,0,0,0
69,1,4805,6250,11,0,1,0,0,0
28,0,1998,2096,6,0,0,0,0,0
25,0,1440,2200,2,0,0,0,0,0
49,0,6310,4100,14,0,2,0,0,0
63,0,32990000,5400,16,0,3,0,0,0
53,0,2425,9000,4,0,2,0,4,0
39,0,6067,10964,11,0,6,0,2,0
60,0,2775,10045,9,0,2,0,1,0
53,0,2567,6083,9,0,2,0,0,0
38,0,6474,8120,13,0,2,0,2,0
36,0,2638,3638,14,0,1,0,1,0
48,0,3518,4262,9,0,1,0,2,0
63,0,1607,10800,7,0,2,0,0,0
54,8,2935,13750,14,1,1,4,4,0
53,0,2945,11000,9,0,1,0,2,0
28,0,3253,14416,10,0,2,0,0,0
30,0,2348,18083,12,0,5,0,0,0
61,0,6870000,5400,16,0,0,0,0,0
54,0,5958,3800,5,0,1,0,1,0
44,0,10039,1500,7,0,1,0,0,0
62,0,2344,5800,6,0,1,0,0,0
26,0,1304,2666,6,0,0,0,3,0
61,0,894,2301,3,0,0,0,0,0
51,0,4373,7305,21,0,1,0,0,0
60,0,2469,5450,11,0,2,0,0,0
51,1,30,8100,2,0,0,0,0,0
72,0,20970000,5400,11,0,1,0,0,0
46,0,12469,8010,16,0,4,0,4,0
64,0,4974,13750,11,0,2,0,1,0
78,2,1873,12483,5,0,2,0,0,0
55,0,9488,2167,6,0,2,0,0,0
66,0,3263,5900,6,0,1,0,0,0
47,0,5329,2913,11,0,2,0,1,0
65,0,22650000,5400,10,0,2,0,0,0
55,0,11,3333,9,0,0,0,0,0
55,2,121,2639,0,1,0,0,1,1
54,0,4615,8330,6,0,2,0,1,0
71,0,1438,6116,13,0,1,0,0,0
49,0,4749,3250,3,0,1,0,3,0
64,0,4329,4036,11,0,1,0,1,0
45,1,9416,5000,9,0,1,0,1,0
68,0,29890000,5400,7,0,1,0,1,0
70,0,2303,6250,10,0,2,0,0,0
33,3,1180,4658,4,0,0,0,2,1
27,0,2314,2289,2,0,0,0,0,1
25,0,219,820,1,0,0,0,0,0
38,0,3995,2134,6,0,1,0,0,0
56,1,25,5008,6,0,0,0,0,0
50,0,36340000,5400,11,0,1,0,0,0
53,0,678,14000,16,0,0,0,3,0
54,1,2228,14333,11,0,2,0,2,0
63,0,90000,5400,6,0,0,0,0,0
76,0,53,5000,4,0,0,0,1,0
40,0,4217,3250,5,0,0,0,0,0
49,0,4922,4200,8,0,1,0,1,0
49,2,1358,13333,10,0,1,0,4,0
64,1,4256,5571,10,1,1,0,1,0
62,0,6350000,5400,21,0,0,0,0,0
52,0,30500000,5400,12,0,2,0,0,0
50,12,5297,4044,15,0,0,1,0,1
54,0,2127,2735,7,0,0,1,0,0
51,0,5460000,0,5,0,0,0,0,0
30,0,22510000,5400,11,0,2,0,0,0
86,0,10340000,5400,9,0,1,0,0,0
45,1,5457,14350,22,0,4,0,1,0
78,2,69,2000,13,0,0,0,1,0
54,0,30190000,5400,4,0,1,0,0,0
60,0,990000,5400,2,2,0,0,0,0
41,0,4064,4400,13,1,2,1,3,0
46,1,2248,8000,3,4,1,1,2,1
66,0,4546,8229,7,0,2,0,1,0
35,1,1627,2875,5,0,0,1,0,0
61,0,13760000,5400,8,0,0,0,0,0
52,0,9930000,5400,4,0,1,0,2,0
86,1,10000,5400,8,0,0,0,0,0
43,0,703,3920,7,0,0,0,0,0
40,0,2377,5854,12,0,0,0,2,0
61,0,4126,10500,11,0,2,0,0,0
57,0,1,6000,5,0,0,0,2,0
65,0,2502,12500,15,0,4,0,0,0
28,0,8994,1600,4,0,1,0,2,0
79,0,3094,9061,19,0,1,0,1,0
39,0,2384,6000,5,0,1,0,0,0
40,5,4898,6750,4,0,2,0,2,1
63,0,1640,8478,13,0,1,0,1,0
62,0,3078,8500,13,0,2,0,0,0
64,0,390000,5400,6,0,0,0,0,0
36,0,2555,5583,8,0,1,0,1,0
62,0,4953,8437,12,0,1,0,1,0
52,1,10507,6600,7,0,3,0,1,0
52,0,2479,3350,6,0,0,0,2,0
52,0,3531,4000,7,0,1,0,0,1
81,0,11190000,5400,12,0,2,0,0,0
35,0,989,12500,10,0,0,0,0,0
46,0,23380000,5400,11,0,0,0,0,0
52,0,36,699530,11,0,2,0,1,0
37,0,551,2500,2,0,0,0,2,0
77,0,520000,5400,4,0,0,0,0,0
59,0,2612,10499,7,0,1,0,2,0
49,0,4137,4333,13,0,1,0,1,0
83,0,6415,3283,9,0,3,1,1,1
67,0,5099,6100,18,0,1,0,0,0
46,2,2523,3692,4,2,0,0,2,1
70,0,1993,16433,7,0,1,0,2,0
65,0,39980000,5400,9,0,2,0,0,0
67,0,310000,5400,9,0,0,0,1,0
46,0,30940000,5400,7,0,1,0,0,0
81,0,0,5400,1,0,0,0,0,0
51,0,2830,1200,3,0,0,0,0,0
81,0,169,4134,7,0,0,0,0,0
44,0,4648,6446,11,0,2,0,0,0
37,0,1046,5666,3,0,0,0,2,0
60,0,57500000,5400,14,0,4,0,2,0
52,0,2086,5022,8,0,1,0,0,0
33,0,4787,6000,7,0,3,0,0,0
66,0,9357,5666,14,0,3,0,0,1
22,0,200000,5400,0,0,0,0,0,0
71,0,3441,5000,9,0,1,0,0,0
67,1,1143,4300,3,0,0,1,2,0
79,0,18,10500,12,0,0,0,0,0
29,0,0,5400,2,0,0,0,0,0
89,0,764,4250,10,0,2,0,0,0
69,0,233,16300,8,0,0,0,0,0
64,0,3635,8229,5,0,1,0,0,0
68,0,3670,3944,9,0,1,0,1,0
54,0,3449,2666,6,0,1,0,2,0
81,0,170000,5400,8,0,0,0,0,0
59,1,2007,16882,6,0,1,0,0,0
73,0,46150000,5400,8,0,2,0,0,0
61,0,1420,4700,6,0,1,0,1,0
33,0,5083,5491,11,0,2,0,0,0
45,1,3754,5150,20,0,1,0,2,0
60,0,2140000,5400,8,0,1,0,0,0
72,0,2131,3841,13,0,1,0,0,0
26,0,0,5400,1,0,0,0,0,0
86,0,24,7001,10,0,0,0,0,0
82,0,46,4116,6,0,0,0,0,0
65,0,2098,5833,5,0,1,0,1,0
61,0,449,1666,3,0,0,0,1,0
51,0,2216,7083,14,0,1,0,3,0
67,1,11020000,5400,6,0,1,0,0,0
51,0,5518,5316,12,0,2,0,1,0
32,0,229,2347,0,0,0,0,0,1
42,0,380,3833,4,0,0,0,4,0
63,1,5132,6900,12,0,2,0,0,0
49,0,6783,4150,10,0,0,0,0,0
39,1,783,3000,3,0,0,0,0,0
48,1,2629,1600,1,0,0,0,0,1
58,0,9,6500,4,0,0,0,0,0
56,0,859,4700,13,0,0,0,0,0
57,0,5369,2500,5,0,1,0,2,0
66,0,5799,2608,14,0,1,0,0,0
